ID,chemIndex,porosity,freq,amp,initialStrain,initialStress,intervalCode,cycle,stiffness,stiffnessROC,damping,dampingROC,NVP
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,A,0,0.5189672855667941,NA,0.2679121203549366,NA,1.4911539821680908
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,A,0,0.42933785927451884,NA,0.26714228876713797,NA,1.4565298788153183
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,A,0,0.5649898142907184,NA,0.726056672828461,NA,1.5539974013365581
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,A,0,0.6185903859232366,NA,0.517391149454281,NA,1.5967962722406279
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,A,0,0.5560850264302128,NA,0.38938350107345254,NA,1.6863471932572609
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,A,0,0.45651084737087755,NA,0.9307478545822001,NA,1.5255738902779101
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,A,0,-0.42327399450545927,NA,-2.878130230452706,NA,1.4975999666927675
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,A,0,0.4649157231085907,NA,0.9233334055738667,NA,1.5258453066925775
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,A,0,0.48130672659293267,NA,0.37162628499887207,NA,1.6949016616825572
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,A,0,0.4524644690565265,NA,0.9294169531680574,NA,1.5445421057116615
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,A,0,0.4818921917304048,NA,0.7405964546573481,NA,1.7192319025846463
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,A,0,0.06326693852018256,NA,0.2978859904848,NA,1.5260460684554038
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,A,0,0.05065265520328715,NA,0.4042546285764934,NA,1.5231393171046115
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,A,0,0.03605342442634612,NA,0.3747160575480075,NA,1.5615353611380185
120,1,high,2,2.4319551746456163E-2,-0.44881966137082407,-4.683026855760013,A,0,0.04049839370781712,NA,0.49703004614207735,NA,1.671028949818554
123,1,high,10,2.3155500796167072E-2,-0.52756846100808852,-5.730141348165807,A,0,0.11644186414291266,NA,0.4974551650494763,NA,1.5173740918716316
124,1,high,5,2.4043844946017488E-2,-0.52756540793483053,-5.8597449459478606,A,0,0.07957719601326305,NA,-5.525853352123983,NA,1.5564774984849088
131,1,high,2,2.4288179423705203E-2,-0.52755877026996834,-5.8932509077896755,A,0,0.07117682080328354,NA,0.6290029739275804,NA,1.5831511361536126
138,1,high,0.5,2.4139612236788142E-2,-0.45669205351708692,-6.0756811161405908,A,0,-0.06822180304541388,NA,-2.8621563860198656,NA,1.6364417446751796
155,1,high,0.5,2.4770290556294913E-2,-0.45669222240591623,-7.6083469277822866,A,0,-0.09456091722223076,NA,-2.872837963377799,NA,1.6125134680738131
107,2,low,0.5,2.4039107664406652E-2,-0.29133322325570032,-110.36201609756436,A,0,1.160132788339974,NA,0.26243200764006724,NA,1.458558012126203
118,2,low,0.29999999999999993,2.4718528557623479E-2,-0.29133607283822832,-99.292455569186998,A,0,0.9772701853844752,NA,0.24800384851589863,NA,1.5448588439884285
125,2,low,10.007692307692308,2.3109187217787746E-2,-0.29135883272624691,-116.38172865434537,A,0,1.3216518079147779,NA,-5.601813805892765,NA,1.5626656308988129
126,2,low,0.40000000000000008,2.4061549102421653E-2,-0.29133551917199146,-99.961184560208238,A,0,0.9611923722085599,NA,0.2519959825438489,NA,1.4467531965404739
154,2,low,0.5,2.4446100643851307E-2,-0.69291603183379524,-111.27783380790446,A,0,-1.1531347067693154,NA,3.3961549205070094,NA,1.4180958143795435
105,2,high,0.5,2.4053768858335774E-2,-0.52755878135939549,-11.309205798293299,A,0,0.12813838246118464,NA,0.29183598460405746,NA,1.5540970606987949
127,2,high,10,2.3120995267766595E-2,-0.52757893569880199,-11.286631204923472,A,0,0.11755130353051316,NA,0.8661675442198213,NA,1.6303045087137793
150,2,high,15,7.5980023919371517E-2,-0.52758250913579996,-11.247552581452979,A,0,0.08090634074086932,NA,1.0873592185209895,NA,2.3357672112235144
151,2,high,14.996666666666666,2.2209895777175647E-2,-0.52757296345442162,-10.128652239928856,A,0,0.07298426672384938,NA,1.1343349787442567,NA,1.5512224916232815
152,2,high,15.00344827586207,4.6110984293437303E-2,-0.5275596302975889,-9.7568620078289872,A,0,0.17000626210570055,NA,0.440201112101382,NA,1.5891194430250632
153,2,high,20,2.2590403908833941E-2,-0.52757513488626362,-10.21461550140822,A,0,0.07431566317556788,NA,1.2553412983527579,NA,1.4139293519794383
156,2,high,0.5,2.4341741191036756E-2,-0.45669171449968832,-12.285923280013334,A,0,-0.16523458269204042,NA,-2.8808256749976007,NA,1.5804701515808499
109,3,low,0.5,2.4178551084111738E-2,-0.29133686826991273,-157.58113193542448,A,0,3.0193685000289054,NA,0.21297578566943676,NA,1.5787863938200195
111,3,low,0.5,2.4200331488404461E-2,-0.2913354684281298,-212.68782062723184,A,0,3.112563419446269,NA,0.23936056625866842,NA,1.5120945479015058
128,3,low,0.02,2.4812812057302076E-2,-0.29133059815925855,-157.49605425274407,A,0,2.0069388866674993,NA,-6.067011544612627,NA,1.4800053347608639
129,3,low,10.005555555555555,2.2995208930251101E-2,-0.29134838615455322,-189.5761103698693,A,0,2.563758088958875,NA,0.6659360730479419,NA,1.6376552202546832
141,3,low,0.5,2.4089210191575599E-2,-0.69291668465565726,-174.21675831782167,A,0,-2.2967593806639126,NA,3.3930979710133853,NA,1.4485209128010728
143,3,low,2,2.4569540548064036E-2,-0.29133401605071235,-186.7649021493599,A,0,2.6408304788299612,NA,0.31513850199090915,NA,1.4876171739923347
145,3,low,15,2.2767054073013646E-2,-0.29144721583737276,-209.55184734073819,A,0,2.5360349594205314,NA,0.8754430918610394,NA,1.5435451024226197
168,3,low,15.007142857142856,3.7859706656321261E-2,-0.2913529057324557,-240.18896722005104,A,0,3.764684674615079,NA,0.2603173144275326,NA,1.594210206894475
103,3,high,0.5,2.4476333130798222E-2,-0.52755930951866969,-22.593622784915166,A,0,0.3173959757523107,NA,0.24365892356132823,NA,1.5265000715006041
108,3,high,10,2.3065943486435064E-2,-0.52756024422647796,-23.485219208487827,A,0,0.4554710938325672,NA,0.29459184951973927,NA,1.6675011370424089
112,3,high,5,2.3964377933336459E-2,-0.52756223987618711,-19.879039773524777,A,0,0.3078493224235186,NA,0.30492359878933817,NA,1.5703981220525767
142,3,high,0.5,2.4530083303194415E-2,-0.45669294622286438,-20.607753654852853,A,0,-0.30299536726722537,NA,3.4394565479319095,NA,1.6528832687701753
148,3,high,15.001694915254237,2.2486050356579117E-2,-0.52755758950407772,-21.174834671245321,A,0,0.39845155971325696,NA,0.3120694211156574,NA,1.5964931365343675
166,3,high,9.9928571428571438,7.8057613088793984E-2,-0.52756141519875499,-25.208576638625807,A,0,0.32556518237589605,NA,0.3775177681085873,NA,1.9320365692236154
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,B,2000,0.5263960255296627,3.7143699814343176e-6,-6.032701835521466,-0.003150306977938201,1.5181633132022285
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,B,2000,0.4466398747656777,8.65100774557942e-6,-6.0396808924922,-0.003153411590629669,1.5989880252417128
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,B,2000,0.557155495516879,-3.917159386919666e-6,0.7382178758637319,6.080601517635454e-6,1.5800034145435762
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,B,2000,0.6081562032507533,-5.217091336241653e-6,0.4960613946586192,-1.0664877397830896e-5,1.6353510848082657
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,B,2000,0.5568770012589448,3.9598741436597253e-07,-5.91651392674493,-0.0031529487139091913,1.5771547861829285
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,B,250,0.4479921226254433,-3.407489898173699e-5,0.9329177693687467,8.679659146186403e-6,1.5150102362711024
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,B,250,-0.42271418863989335,2.239223462263684e-6,-2.8868392426254745,-3.483604869107459e-5,1.5698824460646073
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,B,250,0.4611292662588602,-1.5145827398922007e-5,0.922869371644812,-1.8561357162187874e-6,1.4867545392342727
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,B,250,0.4764413629135762,-1.9461454717425886e-5,-5.914041778128659,-0.025142672252510125,1.6801464537083233
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,B,250,0.4448128004815539,-3.060667429989028e-5,0.9298885702628312,1.8864683790953408e-6,1.5569128074476613
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,B,250,0.44374564092330815,-1.5258620322838667e-4,0.7505405420628288,3.977634962192278e-5,1.6930756284063286
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,B,2000,0.06233664923197182,-4.6514464410537043e-7,-6.000704226111376,-0.003149295108298088,1.5162217708648773
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,B,2000,0.049918717704552425,-3.669687493673621e-7,-5.886374126253406,-0.0031453143774149497,1.5943024076075307
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,B,2000,0.037486603747965475,7.16589660809678e-7,-5.92405493325294,-0.0031493854954004735,1.5436138081109159
120,1,high,2,2.4319551746456163E-2,-0.44881966137082407,-4.683026855760013,B,2000,0.04127253163580456,3.8706896399372247e-7,-5.7982652663526295,-0.0031476476562473533,1.615247601995383
123,1,high,10,2.3155500796167072E-2,-0.52756846100808852,-5.730141348165807,B,2000,0.11590762818787206,-2.671179775202981e-7,0.49379138618448737,-1.8318894324944601e-6,1.5116179817250017
124,1,high,5,2.4043844946017488E-2,-0.52756540793483053,-5.8597449459478606,B,2000,0.07955399865334807,-1.1598679957487702e-8,-5.528975377045555,-1.561012460785882e-6,1.6255595235640876
131,1,high,2,2.4288179423705203E-2,-0.52755877026996834,-5.8932509077896755,B,2000,0.07173805294068084,2.8061606869864835e-7,-5.660621218874242,-0.003144812096400911,1.6285527996224773
138,1,high,0.5,2.4139612236788142E-2,-0.45669205351708692,-6.0756811161405908,B,250,-0.06916983554523008,-3.792129999264815e-6,-2.877199925810785,-6.0174159163677745e-5,1.6633440140700917
155,1,high,0.5,2.4770290556294913E-2,-0.45669222240591623,-7.6083469277822866,B,250,-0.09389985814891806,2.644236293250779e-6,-2.8781080722060497,-2.1080435313002965e-5,1.6038396386696234
107,2,low,0.5,2.4039107664406652E-2,-0.29133322325570032,-110.36201609756436,B,2000,1.1394747222450201,-1.0329033047476899e-5,-6.042036483680682,-0.0031522342456603747,1.4924486156628742
118,2,low,0.29999999999999993,2.4718528557623479E-2,-0.29133607283822832,-99.292455569186998,B,2000,1.00228793234682,1.2508873481172356e-5,-6.060791311643362,-0.00315439758007963,1.435540374919803
125,2,low,10.007692307692308,2.3109187217787746E-2,-0.29135883272624691,-116.38172865434537,B,2000,1.215258481977296,-5.3196662968740924e-5,0.6791489724037292,0.003140481389148247,1.5454847261642386
126,2,low,0.40000000000000008,2.4061549102421653E-2,-0.29133551917199146,-99.961184560208238,B,2000,0.9681941196866677,3.500873739053889e-6,-6.052932536876826,-0.0031524642597103372,1.4914173520050402
154,2,low,0.5,2.4446100643851307E-2,-0.69291603183379524,-111.27783380790446,B,250,-1.1299358882145667,9.279527421899481e-5,-2.8955068631037997,-0.025166647134443238,1.4395190603666386
105,2,high,0.5,2.4053768858335774E-2,-0.52755878135939549,-11.309205798293299,B,2000,0.12306456792650539,-2.5369072673396276e-6,-6.0108436531887275,-0.0031513398188963925,1.5693052745552167
127,2,high,10,2.3120995267766595E-2,-0.52757893569880199,-11.286631204923472,B,2000,0.1125243401550504,-2.513481687731377e-6,0.8723056197074519,3.069037743815284e-6,1.6071310148956326
150,2,high,15,7.5980023919371517E-2,-0.52758250913579996,-11.247552581452979,B,250,0.07536837756446423,-2.215185270562037e-5,1.0986557598411468,4.5186165280629356e-5,2.3805069020431557
151,2,high,14.996666666666666,2.2209895777175647E-2,-0.52757296345442162,-10.128652239928856,B,250,0.0705457040409046,-9.754250731779101e-6,1.1421059394876127,3.1083842973424144e-05,1.518832329009917
152,2,high,15.00344827586207,4.6110984293437303E-2,-0.5275596302975889,-9.7568620078289872,B,250,0.1657957393904677,-1.6842090860931357e-5,0.4453527961313277,2.060673611978281e-5,1.5962812463755494
153,2,high,20,2.2590403908833941E-2,-0.52757513488626362,-10.21461550140822,B,250,0.07182851209038131,-9.948604340746292e-6,1.263348168442907,3.2027480360596884e-5,1.4160958292270884
156,2,high,0.5,2.4341741191036756E-2,-0.45669171449968832,-12.285923280013334,B,250,-0.1602735822567184,1.9844001741288088e-5,-2.8915446202700643,-4.287578108985457e-5,1.6136884176720789
109,3,low,0.5,2.4178551084111738E-2,-0.29133686826991273,-157.58113193542448,B,2000,2.941236004998054,-3.906624751542575e-5,-6.071579385238744,-0.0031422775854540903,1.5594743062788476
111,3,low,0.5,2.4200331488404461E-2,-0.2913354684281298,-212.68782062723184,B,2000,3.021336170127608,-4.561362465933061e-5,-6.063044784742722,-0.003151202675500695,1.6010166728120323
128,3,low,0.02,2.4812812057302076E-2,-0.29133059815925855,-157.49605425274407,B,2000,2.0301775676157288,1.1619340474114725e-5,-6.089408993497354,-1.1198724442363694e-5,1.6846087928619324
129,3,low,10.005555555555555,2.2995208930251101E-2,-0.29134838615455322,-189.5761103698693,B,2000,2.3233222814417647,-1.2021790375855513e-4,0.6608929196851903,-2.5215766813758147e-6,1.6173275051357565
141,3,low,0.5,2.4089210191575599E-2,-0.69291668465565726,-174.21675831782167,B,250,-2.2603491958382618,1.4564073930260334e-4,-2.9018607744928877,-0.02517983498202509,1.4712269872411146
143,3,low,2,2.4569540548064036E-2,-0.29133401605071235,-186.7649021493599,B,250,2.554593129954197,-3.449493955030576e-4,-5.970495158898143,-0.02514253464355621,1.6694635490543288
145,3,low,15,2.2767054073013646E-2,-0.29144721583737276,-209.55184734073819,B,250,2.4141362021178723,-4.8759502921063636e-4,0.876929121165767,5.944117218910527e-6,1.5625152228376551
168,3,low,15.007142857142856,3.7859706656321261E-2,-0.2913529057324557,-240.18896722005104,B,250,3.407281120829032,-0.0014296142151441877,0.25611760601012046,-1.6798833669648516e-5,1.5892449744204693
103,3,high,0.5,2.4476333130798222E-2,-0.52755930951866969,-22.593622784915166,B,2000,0.30852388286596877,-4.4360464431709715e-6,-6.060678631128823,-0.003152168777345076,1.5741583265357684
108,3,high,10,2.3065943486435064E-2,-0.52756024422647796,-23.485219208487827,B,350,0.43868588231555167,-4.795774719147288e-5,0.29793487907731286,9.551513021638845e-6,1.71785760999119
112,3,high,5,2.3964377933336459E-2,-0.52756223987618711,-19.879039773524777,B,2000,0.28974482200711194,-9.052250208203327e-6,0.3040297646488823,-4.469170702279257e-7,1.6634259014199162
142,3,high,0.5,2.4530083303194415E-2,-0.45669294622286438,-20.607753654852853,B,250,-0.28689142625432645,6.441576405159566e-5,-2.8482689701946513,-0.02515090207250624,1.7349488618977482
148,3,high,15.001694915254237,2.2486050356579117E-2,-0.52755758950407772,-21.174834671245321,B,250,0.3843001148432672,-5.660577947995904e-5,0.3138667177312602,7.189186462411179e-6,1.5709054635815172
166,3,high,9.9928571428571438,7.8057613088793984E-2,-0.52756141519875499,-25.208576638625807,B,250,0.28735225773991663,-1.5285169854391766e-4,0.3982046756908786,8.27476303291652e-5,1.9351413751800477
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,C,3000,0.5272636741935112,8.676486638484748e-7,-6.0348753054818705,-2.173469960404795e-6,1.4959541966994208
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,C,3000,0.45397792866704384,7.338053901366159e-6,-6.030112284757266,9.568607734934175e-6,1.6345685559195009
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,C,3000,0.5545238061415114,-2.6316893753676185e-6,0.7268232448045793,-1.1394631059152616e-5,1.5614622026487743
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,C,3000,0.6097750545252427,1.6188512744894634e-6,0.5134882258660776,1.742683120745836e-5,1.5690968819297324
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,C,3000,0.5513813402989834,-5.495660959961346e-6,-5.912252368222748,4.261558522181907e-6,1.7313239429453495
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,C,500,0.4450660310912444,-1.1704366136795707e-5,0.9327326390417778,-7.405213078754969e-7,1.5102992861759255
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,C,500,-0.42292777277737315,-8.543365499191768e-7,-2.8899811786273015,-1.2567744007307979e-5,1.5646347538092507
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,C,500,0.4599524734100502,-4.707171395240017e-6,0.9226284430739888,-9.637142832925605e-7,1.4831710203647162
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,C,500,0.47615326378691736,-1.1523965066353448e-6,-5.916791186360525,-1.099763292746303e-5,1.7136632196127157
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,C,500,0.44207692597068965,-1.0943498043457067e-5,0.9297602414864106,-5.133151056826435e-7,1.5533505441202522
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,C,500,0.4311967719989411,-5.01954756974683e-5,0.7496204579883323,-3.680336297986031e-6,1.6971485160204494
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,C,3000,0.06217780417254742,-1.5884505942440064e-7,-6.002402377416802,-1.6981513054261655e-6,1.5327739733873289
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,C,3000,0.05011413675310509,1.9541904855266412e-7,-5.889046937848613,-2.6728115952074916e-6,1.581061569804995
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,C,3000,0.03784378337840264,3.571796304371669e-7,-5.926321212538383,-2.266279285443318e-6,1.538262519617988
120,1,high,2,2.4319551746456163E-2,-0.44881966137082407,-4.683026855760013,C,3000,0.041467738174949954,1.9520653914539138e-7,-5.80039370754419,-2.128441191560526e-6,1.6217334310492462
123,1,high,10,2.3155500796167072E-2,-0.52756846100808852,-5.730141348165807,C,3000,0.11580431139449582,-1.0331679337624578e-7,0.49346336647864986,-3.280197058375123e-7,1.5135326530582223
124,1,high,5,2.4043844946017488E-2,-0.52756540793483053,-5.8597449459478606,C,3000,0.07953620407006469,-1.779458328338146e-8,-5.5293487737636795,-3.733967181247522e-7,1.6384280467451326
131,1,high,2,2.4288179423705203E-2,-0.52755877026996834,-5.8932509077896755,C,3000,0.07192156061664343,1.835076759625909e-7,-5.66193454161262,-1.31332273837792e-6,1.6599013338358641
138,1,high,0.5,2.4139612236788142E-2,-0.45669205351708692,-6.0756811161405908,C,500,-0.06971418057006407,-2.177380099335935e-6,-2.8678352571658787,3.745867457962504e-5,1.6263334094374413
155,1,high,0.5,2.4770290556294913E-2,-0.45669222240591623,-7.6083469277822866,C,500,-0.0938893226248231,4.214209637987132e-8,-2.8782523958783934,-5.77294689374952e-7,1.7246375835241863
107,2,low,0.5,2.4039107664406652E-2,-0.29133322325570032,-110.36201609756436,C,3000,1.1429059881870247,3.431265942004602e-6,-6.045007981669885,-2.9714979892032647e-6,1.4709531491550776
118,2,low,0.29999999999999993,2.4718528557623479E-2,-0.29133607283822832,-99.292455569186998,C,3000,1.0169631258723064,1.4675193525486519e-5,-6.063694003723704,-2.9026920803421063e-6,1.4514805385739504
125,2,low,10.007692307692308,2.3109187217787746E-2,-0.29135883272624691,-116.38172865434537,C,3000,1.2104775667046728,-4.780915272623254e-6,0.6780858495174358,-1.0631228862933996e-6,1.545075653930843
126,2,low,0.40000000000000008,2.4061549102421653E-2,-0.29133551917199146,-99.961184560208238,C,3000,0.9703317443235697,2.1376246369020355e-6,-6.055809468805073,-2.8769319282471173e-6,1.4927560309426753
154,2,low,0.5,2.4446100643851307E-2,-0.69291603183379524,-111.27783380790446,C,500,-1.1287189352842153,4.867811721405602e-6,-2.8988788748109178,-1.3488046828472378e-5,1.4409462381212341
105,2,high,0.5,2.4053768858335774E-2,-0.52755878135939549,-11.309205798293299,C,3000,0.12199938514405974,-1.0651827824456477e-6,-6.0126572641008575,-1.8136109121300592e-6,1.5846395018773483
127,2,high,10,2.3120995267766595E-2,-0.52757893569880199,-11.286631204923472,C,3000,0.11215198434836805,-3.723558066823507e-7,0.8724335550504341,1.2793534298216613e-7,1.6071624944917366
150,2,high,15,7.5980023919371517E-2,-0.52758250913579996,-11.247552581452979,C,500,0.07357999557256444,-7.15352796759916e-6,1.1006163183657802,7.842234098533573e-6,2.406998962827275
151,2,high,14.996666666666666,2.2209895777175647E-2,-0.52757296345442162,-10.128652239928856,C,500,0.06960982424280472,-3.7435191923995137e-6,1.1460862750410763,1.5921342213854218e-5,1.5116703649103032
152,2,high,15.00344827586207,4.6110984293437303E-2,-0.5275596302975889,-9.7568620078289872,C,500,0.1638210278354989,-7.898846219875244e-6,0.4467662655932747,5.6538778477879244e-6,1.5970925715514461
153,2,high,20,2.2590403908833941E-2,-0.52757513488626362,-10.21461550140822,C,500,0.07136756312221491,-1.8437958726655878e-6,1.261853016022074,-5.980609683332361e-6,1.4192190204193902
156,2,high,0.5,2.4341741191036756E-2,-0.45669171449968832,-12.285923280013334,C,500,-0.15878332514581509,5.961028443613237e-6,-2.8939990581930646,-9.817751692001053e-6,1.6157944496752277
109,3,low,0.5,2.4178551084111738E-2,-0.29133686826991273,-157.58113193542448,C,3000,2.9427538216344247,1.517816636370739e-6,-6.072692406913301,-1.1130216745574017e-6,1.5625465105221288
111,3,low,0.5,2.4200331488404461E-2,-0.2913354684281298,-212.68782062723184,C,3000,3.008548457938941,-1.278771218866659e-5,-6.065407182108306,-2.362397365583746e-6,1.56022022125675
128,3,low,0.02,2.4812812057302076E-2,-0.29133059815925855,-157.49605425274407,C,3000,2.050356257990133,2.017869037440434e-5,-6.093033173469838,-3.6241799724834324e-6,1.6762206704948726
129,3,low,10.005555555555555,2.2995208930251101E-2,-0.29134838615455322,-189.5761103698693,C,3000,2.3147757627738614,-8.546518667903236e-6,0.659580083198823,-1.3128364863672637e-6,1.6157445375348392
141,3,low,0.5,2.4089210191575599E-2,-0.69291668465565726,-174.21675831782167,C,500,-2.2493253287978483,4.4095468161653884e-5,-2.9054968494224678,-1.4544299718320275e-5,1.46809513290586
143,3,low,2,2.4569540548064036E-2,-0.29133401605071235,-186.7649021493599,C,500,2.5381706923526406,-6.568975040622505e-5,-5.973263563696685,-1.1073619194167606e-5,1.654719586688207
145,3,low,15,2.2767054073013646E-2,-0.29144721583737276,-209.55184734073819,C,500,2.367926350727931,-1.8483940555976552e-4,0.8766766584339987,-1.0098509270735079e-6,1.5601589442900075
168,3,low,15.007142857142856,3.7859706656321261E-2,-0.2913529057324557,-240.18896722005104,C,500,3.2707504084410814,-5.461228495518018e-4,0.2551801760520127,-3.7497198324309977e-6,1.5960495024954651
103,3,high,0.5,2.4476333130798222E-2,-0.52755930951866969,-22.593622784915166,C,3000,0.31103696128525127,2.5130784192824993e-6,-6.06326820316222,-2.5895720333970474e-6,1.6191735843274697
108,3,high,10,2.3065943486435064E-2,-0.52756024422647796,-23.485219208487827,C,750,0.4335103097820765,-1.2938931333687925e-5,0.29940011825951895,3.6630979555152264e-6,1.6738250775572543
112,3,high,5,2.3964377933336459E-2,-0.52756223987618711,-19.879039773524777,C,3000,0.28826453669502927,-1.4802853120826631e-6,0.30321004644034,-8.197182085423194e-7,1.6763385179021626
142,3,high,0.5,2.4530083303194415E-2,-0.45669294622286438,-20.607753654852853,C,500,-0.2835272501268374,1.3456704509956286e-5,-2.851501822453533,-1.2931409035527253e-5,1.7430330771067566
148,3,high,15.001694915254237,2.2486050356579117E-2,-0.52755758950407772,-21.174834671245321,C,500,0.37976293496548874,-1.8148719511113853e-5,0.3146770391841782,3.2412858116721567e-6,1.5662355369664207
166,3,high,9.9928571428571438,7.8057613088793984E-2,-0.52756141519875499,-25.208576638625807,C,500,0.2792398806430309,-3.24495083875429e-5,0.4004728253117671,9.072598483554018e-6,1.9429486948204235
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,D,4000,0.5252296211358062,-2.0340530577049876e-6,-6.036405590904273,-1.530285422402855e-6,1.4874671149962855
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,D,4000,0.4557947454312251,1.8168167641812726e-6,-6.031145400020527,-1.0331152632616636e-6,1.5435197636670686
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,D,4000,0.5503012511191959,-4.222555022315499e-6,0.7239734437583358,-2.8498010462434385e-6,1.5550769276389502
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,D,4000,0.6146123445636459,4.837290038403164e-6,0.5094645529927524,-4.023672873325168e-6,1.6141537087868099
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,D,4000,0.5602759258570513,8.89458555806788e-6,-5.913754598232042,-1.5022300092937257e-6,1.5595976946603347
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,D,750,0.4431687491524741,-7.589127755081026e-6,0.9325366008473512,-7.841527777063817e-7,1.5099824641712607
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,D,750,-0.4233785345744218,-1.8030471881946842e-6,-2.8920819225528,-8.402975701994109e-6,1.5513620566234236
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,D,750,0.45930372463386,-2.5949951047608e-6,0.9223988773097593,-9.182630569180006e-7,1.483788174250503
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,D,750,0.474213093265643,-7.760682085097503e-6,-5.9129779553547985,1.5252924022906456e-5,1.696659881520296
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,D,750,0.44037514025215296,-6.807142874146743e-6,0.929494640374386,-1.0624044480982419e-6,1.5513600684157942
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,D,750,0.4237171303709161,-2.9918566512100008e-5,0.7486203485759058,-4.0004376497062564e-6,1.6985805061142925
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,D,4000,0.06220807031474567,3.026614219825419e-8,-6.003776921037941,-1.3745436211394236e-6,1.5199132499659234
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,D,4000,0.05042701568815757,3.128789350524824e-7,-5.892093827601381,-3.0468897527677897e-6,1.5884683305011877
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,D,4000,0.03803443642188309,1.9065304348044736e-7,-5.927634352711368,-1.3131401729848946e-6,1.531718428737552
