ID,chemIndex,porosity,freq,amp,initialStrain,initialStress,intervalCode,cycle,stiffnessFrac,dampingFrac,stiffness,damping,stiffnessROC,dampingROC,NVP
109,3,low,0.5,2.4178551084111738E-2,-0.29133686826991273,-157.58113193542448,C,3000,0.974625595254853,0.9879882233540341,2.9427538216344247,-6.072692406913301,1.517816636370739e-6,-1.1130216745574017e-6,1.5625465105221288
111,3,low,0.5,2.4200331488404461E-2,-0.2913354684281298,-212.68782062723184,C,3000,0.9665822193830729,0.9067711350759514,3.008548457938941,-6.065407182108306,-1.278771218866659e-5,-2.362397365583746e-6,1.56022022125675
128,3,low,0.02,2.4812812057302076E-2,-0.29133059815925855,-157.49605425274407,C,3000,1.0216336290113586,0.8764707999920898,2.050356257990133,-6.093033173469838,2.017869037440434e-5,-3.6241799724834324e-6,1.6762206704948726
129,3,low,10.005555555555555,2.2995208930251101E-2,-0.29134838615455322,-189.5761103698693,C,3000,0.9028838456883724,0.9869811910760273,2.3147757627738614,0.659580083198823,-8.546518667903236e-6,-1.3128364863672637e-6,1.6157445375348392
141,3,low,0.5,2.4089210191575599E-2,-0.69291668465565726,-174.21675831782167,C,500,0.9793474004001443,0.9363159019857359,2.2493253287978483,-2.9054968494224678,-4.4095468161653884e-5,-1.4544299718320275e-5,1.46809513290586
143,3,low,2,2.4569540548064036E-2,-0.29133401605071235,-186.7649021493599,C,500,0.9611259460611782,0.9823270223522721,2.5381706923526406,-5.973263563696685,-6.568975040622505e-5,-1.1073619194167606e-5,1.654719586688207
145,3,low,15,2.2767054073013646E-2,-0.29144721583737276,-209.55184734073819,C,500,0.933712030243064,1.002511402690355,2.367926350727931,0.8766766584339987,-1.8483940555976552e-4,-1.0098509270735079e-6,1.5601589442900075
168,3,low,15.007142857142856,3.7859706656321261E-2,-0.2913529057324557,-240.18896722005104,C,500,0.86879797144644,0.9793733563785032,3.2707504084410814,0.2551801760520127,-5.461228495518018e-4,-3.7497198324309977e-6,1.5960495024954651
103,3,high,0.5,2.4476333130798222E-2,-0.52755930951866969,-22.593622784915166,C,3000,0.9799650438163655,0.8991712223375785,0.31103696128525127,-6.06326820316222,2.5130784192824993e-6,-2.5895720333970474e-6,1.6191735843274697
108,3,high,10,2.3065943486435064E-2,-0.52756024422647796,-23.485219208487827,C,750,0.9517844615215834,1.017331230403928,0.4335103097820765,0.29940011825951895,-1.2938931333687925e-5,3.6630979555152264e-6,1.6738250775572543
112,3,high,5,2.3964377933336459E-2,-0.52756223987618711,-19.879039773524777,C,3000,0.9363819105583546,0.9940195419924039,0.28826453669502927,0.30321004644034,-1.4802853120826631e-6,-8.197182085423194e-7,1.6763385179021626
142,3,high,0.5,2.4530083303194415E-2,-0.45669294622286438,-20.607753654852853,C,500,0.935747805928603,0.9723594448312664,0.2835272501268374,-2.851501822453533,-1.3456704509956286e-5,-1.2931409035527253e-5,1.7430330771067566
148,3,high,15.001694915254237,2.2486050356579117E-2,-0.52755758950407772,-21.174834671245321,C,500,0.9530968713958169,1.0089316404465782,0.37976293496548874,0.3146770391841782,-1.8148719511113853e-5,3.2412858116721567e-6,1.5662355369664207
166,3,high,9.9928571428571438,7.8057613088793984E-2,-0.52756141519875499,-25.208576638625807,C,500,0.857708058967503,1.0676186816586042,0.2792398806430309,0.4004728253117671,-3.24495083875429e-5,9.072598483554018e-6,1.9429486948204235
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,D,4000,1.0120669177868749,0.9176823701158342,0.5252296211358062,-6.036405590904273,-2.0340530577049876e-6,-1.530285422402855e-6,1.4874671149962855
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,D,4000,1.0616225324303155,0.9409245749617816,0.4557947454312251,-6.031145400020527,1.8168167641812726e-6,-1.0331152632616636e-6,1.5435197636670686
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,D,4000,0.9740020743737438,0.9958117654139155,0.5503012511191959,0.7239734437583358,-4.222555022315499e-6,-2.8498010462434385e-6,1.5550769276389502
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,D,4000,0.9935691833398712,0.9816431442995764,0.6146123445636459,0.5094645529927524,4.837290038403164e-6,-4.023672873325168e-6,1.6141537087868099
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,D,4000,1.0075364363858923,0.9436409491758452,0.5602759258570513,-5.913754598232042,8.89458555806788e-6,-1.5022300092937257e-6,1.5595976946603347
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,D,750,0.9707737542377299,1.0037431603588747,0.4431687491524741,0.9325366008473512,-7.589127755081026e-6,-7.841527777063817e-7,1.5099824641712607
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,D,750,1.0002469796640465,0.9447170380195038,0.4233785345744218,-2.8920819225528,1.8030471881946842e-6,-8.402975701994109e-6,1.5513620566234236
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,D,750,0.9879289983199387,0.9980598913679595,0.45930372463386,0.9223988773097593,-2.5949951047608e-6,-9.182630569180006e-7,1.483788174250503
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,D,750,0.9852617199483082,0.9958085453831808,0.474213093265643,-5.9129779553547985,-7.760682085097503e-6,1.5252924022906456e-5,1.696659881520296
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,D,750,0.9732811532592116,1.0001620672333968,0.44037514025215296,0.929494640374386,-6.807142874146743e-6,-1.0624044480982419e-6,1.5513600684157942
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,D,750,0.8792778501959316,1.0162318400758752,0.4237171303709161,0.7486203485759058,-2.9918566512100008e-5,-4.0004376497062564e-6,1.6985805061142925
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,D,4000,0.9832634827888961,0.9345076360356229,0.06220807031474567,-6.003776921037941,3.026614219825419e-8,-1.3745436211394236e-6,1.5199132499659234
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,D,4000,0.9955453566210102,0.9638021854127155,0.05042701568815757,-5.892093827601381,3.128789350524824e-7,-3.0468897527677897e-6,1.5884683305011877
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,D,4000,1.054946569627082,0.9441474149088517,0.03803443642188309,-5.927634352711368,1.9065304348044736e-7,-1.3131401729848946e-6,1.531718428737552
120,1,high,2,2.4319551746456163E-2,-0.44881966137082407,-4.683026855760013,D,4000,1.0261902684072954,0.9631280653264607,0.04155905750908918,-5.801738535547267,9.131933413922267e-8,-1.3448280030772253e-6,1.6221773100615307
123,1,high,10,2.3155500796167072E-2,-0.52756846100808852,-5.730141348165807,D,4000,0.9933272173223857,0.9904599636880141,0.11566487288891071,0.4934458141071514,-1.3943850558510719e-7,-1.7552371498474882e-8,1.5040932918429082
124,1,high,5,2.4043844946017488E-2,-0.52756540793483053,-5.8597449459478606,D,4000,0.9997689901408785,0.9923111532845297,0.07955881289642273,-5.529705680584874,2.2608826358044842e-8,-3.569068211941584e-7,1.6649245134385131
131,1,high,2,2.4288179423705203E-2,-0.52755877026996834,-5.8932509077896755,D,4000,1.0126684742741718,0.9811375871771324,0.07207852252654727,-5.663214653397283,1.5696190990384383e-7,-1.2801117846628073e-6,1.6504290964786297
138,1,high,0.5,2.4139612236788142E-2,-0.45669205351708692,-6.0756811161405908,D,750,1.0329265482534802,0.9832399468676029,0.07046811153532812,-2.8666053757288235,3.0157238610561967e-06,4.919525748221076e-6,1.6381051658296832
155,1,high,0.5,2.4770290556294913E-2,-0.45669222240591623,-7.6083469277822866,D,750,0.9985243406023169,0.9668176854232864,0.09442137751607824,-2.88135232031837,2.1282195650205727e-6,-1.2399697759907014e-5,1.6414814635508841
107,2,low,0.5,2.4039107664406652E-2,-0.29133322325570032,-110.36201609756436,D,4000,0.985198490589973,0.8966655459774084,1.142961071956479,-6.0468189236449454,5.5083769454178366e-8,-1.810941975060487e-6,1.4700653720338561
118,2,low,0.29999999999999993,2.4718528557623479E-2,-0.29133607283822832,-99.292455569186998,D,4000,1.0426675876178868,0.9456701766936562,1.0189679466457158,-6.048151467601979,2.0048207734093546e-6,1.5542536121724737e-5,1.612405375785708
125,2,low,10.007692307692308,2.3109187217787746E-2,-0.29135883272624691,-116.38172865434537,D,4000,0.9139416295180437,0.9917612498086761,1.2079126069811006,0.6773277661107713,-2.5649597235721798e-6,-7.580834066645004e-7,1.541014692894175
126,2,low,0.40000000000000008,2.4061549102421653E-2,-0.29133551917199146,-99.961184560208238,D,4000,1.013158111795693,0.8912110550802737,0.9738398488992474,-6.057630482470934,3.5081045756776286e-6,-1.82101366586096e-6,1.4962492631370734
154,2,low,0.5,2.4446100643851307E-2,-0.69291603183379524,-111.27783380790446,D,750,0.982857359379687,0.9379109158847051,1.133366932904359,-2.9022205449435874,1.8591990480574693e-5,-1.3366680530678465e-5,1.5363761343247886
105,2,high,0.5,2.4053768858335774E-2,-0.52755878135939549,-11.309205798293299,D,4000,0.9485322778618874,0.9175438096350681,0.1215433917974452,-6.014221939129413,-4.559933466145444e-7,-1.5646750285558398e-6,1.5752271983621484
127,2,high,10,2.3120995267766595E-2,-0.52757893569880199,-11.286631204923472,D,4000,0.9519100455884183,1.0132141502568066,0.11189826670270878,0.8726388771270379,-2.5371764565927656e-7,2.0532207660384217e-7,1.6002684136115752
150,2,high,15,7.5980023919371517E-2,-0.52758250913579996,-11.247552581452979,D,750,0.8969962213443194,1.0335537384237663,0.07257268192735575,1.1008137637580708,-4.0292545808347515e-6,7.897815691624288e-7,2.4356052336659726
151,2,high,14.996666666666666,2.2209895777175647E-2,-0.52757296345442162,-10.128652239928856,D,750,0.9636895643341402,1.014259971336848,0.07033417620235309,1.139734753883374,2.8974078381934774e-6,-2.540608463080929e-5,1.5201144965543063
152,2,high,15.00344827586207,4.6110984293437303E-2,-0.5275596302975889,-9.7568620078289872,D,750,0.9584921799754569,1.0218358093478246,0.16294967277517183,0.4485853229565788,-3.485420241308268e-6,7.276229453216487e-6,1.5954548088815712
153,2,high,20,2.2590403908833941E-2,-0.52757513488626362,-10.21461550140822,D,750,0.9327288794782472,1.0596135749190565,0.06931636524143027,1.2720233378454466,-8.204791523138577e-6,4.068128729349052e-5,1.4229569378117393
156,2,high,0.5,2.4341741191036756E-2,-0.45669171449968832,-12.285923280013334,D,750,0.9551631557662759,0.9409999891154439,0.157825985445853,-2.8955796914245355,-3.829358799848359e-6,-6.322532925883806e-6,1.6174028094888411
109,3,low,0.5,2.4178551084111738E-2,-0.29133686826991273,-157.58113193542448,D,4000,0.9760132883243419,0.9830095304340233,2.9469437783761476,-6.073722298498019,4.1899567417229555e-6,-1.0298915847180013e-6,1.5481444546702463
111,3,low,0.5,2.4200331488404461E-2,-0.2913354684281298,-212.68782062723184,D,4000,0.963077822688631,0.8999281838283153,2.9976408009805926,-6.066999732421669,-1.090765695834861e-5,-1.5925503133633611e-6,1.5471954191630921
128,3,low,0.02,2.4812812057302076E-2,-0.29133059815925855,-157.49605425274407,D,4000,1.0146252199735761,0.8766160747970214,2.0362908093585355,-6.093002410250907,-1.4065448631597643e-5,3.076321893047407e-8,1.662933349572254
129,3,low,10.005555555555555,2.2995208930251101E-2,-0.29134838615455322,-189.5761103698693,D,4000,0.9008403034054426,0.9848808193681883,2.3095366147158707,0.6585487315108183,-5.23914805799075e-6,-1.0313516880047225e-6,1.6130366913992589
141,3,low,0.5,2.4089210191575599E-2,-0.69291668465565726,-174.21675831782167,D,750,0.9764973516855879,0.9274946789841345,2.242779452677342,-2.907640517374418,-2.6183504482025554e-5,-8.574671807801693e-6,1.4803050875165258
143,3,low,2,2.4569540548064036E-2,-0.29133401605071235,-186.7649021493599,D,750,0.9575213045217602,0.9764367900668072,2.528651445110089,-5.975006154316986,-3.8076988970205506e-5,-6.970362481204973e-6,1.6603720617546918
145,3,low,15,2.2767054073013646E-2,-0.29144721583737276,-209.55184734073819,D,750,0.9219638119629461,1.001549200051004,2.3381324584586483,0.876204469199158,-1.1917556907713056e-4,-1.8887569393628566e-6,1.5588024946822165
168,3,low,15.007142857142856,3.7859706656321261E-2,-0.2913529057324557,-240.18896722005104,D,750,0.8453982055936413,0.9751846252608072,3.182657668545469,0.25413526431358324,-3.523709595824496e-4,-4.179646953717864e-6,1.5997116212682365
103,3,high,0.5,2.4476333130798222E-2,-0.52755930951866969,-22.593622784915166,D,4000,0.9746873906889798,0.8918123050956279,0.3093618554212024,-6.065011234392287,-1.6751058640488426e-6,-1.743031230066805e-6,1.5930246496929674
108,3,high,10,2.3065943486435064E-2,-0.52756024422647796,-23.485219208487827,D,2000,0.9377577214167239,1.011894628282044,0.427121535123611,0.29789334556655245,-5.111019726772392e-6,-1.2054181543732056e-6,1.6952498549966362
112,3,high,5,2.3964377933336459E-2,-0.52756223987618711,-19.879039773524777,D,4000,0.9329173349388118,0.9925298356749332,0.28719796943806797,0.3027829215241993,-1.066567256961304e-6,-4.271249161407198e-7,1.6897374179841393
142,3,high,0.5,2.4530083303194415E-2,-0.45669294622286438,-20.607753654852853,D,750,0.9339562269630867,0.9655610065906727,0.28298441000019253,-2.8534192555720335,-2.1713605065794008e-6,-7.669732474001378e-6,1.7410077454798341
148,3,high,15.001694915254237,2.2486050356579117E-2,-0.52755758950407772,-21.174834671245321,D,750,0.9468564121610925,1.0090838510810292,0.3772764142500858,0.3147214392892397,-9.946082861611804e-6,1.7760042024583812e-7,1.5635008757894047
166,3,high,9.9928571428571438,7.8057613088793984E-2,-0.52756141519875499,-25.208576638625807,D,750,0.8448940899649034,1.0710147935602332,0.2750680984877405,0.40161428087019635,-1.668712862116162e-5,4.565822233717043e-6,1.947677141204164
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,E,5000,1.0083243973894993,0.9138442583672334,0.5232873754840018,-6.037396571376241,-1.942245651804342e-6,-9.909804719674399e-7,1.4889685182793972
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,E,5000,1.070492982548442,0.9039438166497117,0.4596031654957429,-6.0406599788793525,3.8084200645178147e-6,-9.514578858825118e-6,1.4315568051656606
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,E,5000,0.9734433902987271,0.9634707088771438,0.5499856003074051,0.7076257901020662,-3.1565081179085743e-7,-1.6347653656269666e-5,1.5630527351610675
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,E,5000,0.988206988467978,0.9734924958877739,0.611295342368446,0.5059223460123969,-3.317002195199925e-6,-3.5422069803554557e-6,1.5656042802851855
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,E,5000,1.010057596019917,0.9454780654869848,0.5616779049787728,-5.913099218810684,1.401979121721464e-6,6.553794213575159e-7,1.620205416116727
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,E,1000,0.9679981439371856,1.002860988376173,0.4419016529422013,0.9321158118690742,-5.068384841091289e-6,-1.6831559131080809e-6,1.5062282500897597
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,E,1000,1.001282678534661,0.9384672366705439,0.4238169189724916,-2.8936655451014146,1.7535375922790309e-6,-6.334490194458198e-6,1.5422897474664192
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,E,1000,0.9871373207402108,0.9979876600160743,0.45893566127941193,0.9223640397100921,-1.4722534177922242e-6,-1.3935039866908027e-7,1.4838425716647616
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,E,1000,0.9881230144691183,0.9775318296160349,0.4755902535652724,-5.919183415143917,5.5086411985176835e-6,-2.4821839156473403e-5,1.7036759772622543
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,E,1000,0.9707558904714704,0.9992504247561873,0.4392325485656694,0.9290574325959333,-4.570366745934251e-6,-1.7488311138107448e-6,1.5522560037481576
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,E,1000,0.8689704694795493,1.0145371090978323,0.41875008408649883,0.7477881296301647,-1.986818513766897e-5,-3.3288757829641467e-6,1.6994148550197581
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,E,5000,0.9856087161977286,0.9306955748735787,0.06235644605263776,-6.004858623141589,1.4837573789208692e-7,-1.0817021036473306e-6,1.5187681234168804
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,E,5000,0.999122064000855,0.9607527516318335,0.050608185413831906,-5.893209367221237,1.8116972567433498e-7,-1.1155396198558876e-6,1.6087250947698126
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,E,5000,1.0596312445439764,0.9400062168588458,0.038203334994961334,-5.929066473972911,1.6889857307824525e-7,-1.432121261543351e-6,1.5419878895381485
120,1,high,2,2.4319551746456163E-2,-0.44881966137082407,-4.683026855760013,E,5000,1.0294260721907993,0.9603086448262714,0.041690102364674755,-5.802940746992377,1.3104485558557838e-7,-1.2022114451095688e-6,1.6223502797676153
123,1,high,10,2.3155500796167072E-2,-0.52756846100808852,-5.730141348165807,E,5000,0.992963329486975,0.9898020129702878,0.11562250111101656,0.49316865959715184,-4.2371777894151255e-8,-2.7715450999954426e-7,1.509186642296829
124,1,high,5,2.4043844946017488E-2,-0.52756540793483053,-5.8597449459478606,E,5000,0.9996542345528043,0.9920042610298878,0.07954968096849695,-5.529860023045395,-9.13192792578732e-9,-1.5434246052148382e-7,1.6621135527521427
131,1,high,2,2.4288179423705203E-2,-0.52755877026996834,-5.8932509077896755,E,5000,1.0152750915476951,0.9792050275165197,0.07226405325712759,-5.664146715718334,1.8553073058032164e-7,-9.320623210511414e-7,1.6559538649356222
138,1,high,0.5,2.4139612236788142E-2,-0.45669205351708692,-6.0756811161405908,E,1000,1.0414419257001484,0.9547613268044386,0.07104904593835208,-2.8741906871671494,2.3237376120958663e-6,-3.034124575330388e-5,1.6130300577247088
155,1,high,0.5,2.4770290556294913E-2,-0.45669222240591623,-7.6083469277822866,E,1000,1.001143908006387,0.959521326848936,0.09466908621253257,-2.8832297520770633,9.908347858173516e-7,-7.5097270347725956e-6,1.6485749480152163
107,2,low,0.5,2.4039107664406652E-2,-0.29133322325570032,-110.36201609756436,E,5000,0.9838845551417933,0.8919565929288563,1.1414367323612835,-6.0480148556269215,-1.5243395951953786e-6,-1.1959319819760949e-6,1.4656737882416517
118,2,low,0.29999999999999993,2.4718528557623479E-2,-0.29133607283822832,-99.292455569186998,E,5000,1.0447580056879928,0.9121178214004688,1.0210108499006194,-6.056202052026246,2.0429032549036386e-6,-8.050584424267094e-6,1.5838827970631459
125,2,low,10.007692307692308,2.3109187217787746E-2,-0.29135883272624691,-116.38172865434537,E,5000,0.9124865825104896,0.9908664165068991,1.2059895414729658,0.6768869733078668,-1.9230655081348134e-6,-4.407928029044328e-7,1.5444639388398205
126,2,low,0.40000000000000008,2.4061549102421653E-2,-0.29133551917199146,-99.961184560208238,E,5000,1.0147433900065521,0.8860389025949571,0.9753636062233536,-6.05889591119039,1.5237573241062564e-6,-1.2654287194564517e-6,1.5005780560528965
154,2,low,0.5,2.4446100643851307E-2,-0.69291603183379524,-111.27783380790446,E,1000,0.983060776126636,0.914608953962371,1.133601499815204,-2.9079509887824115,9.382676433800085e-7,-2.2921775355296602e-5,1.5326576816022546
105,2,high,0.5,2.4053768858335774E-2,-0.52755878135939549,-11.309205798293299,E,5000,0.9410662645544525,0.9142066621078216,0.1205867089287968,-6.015153910108423,-9.566828686483897e-7,-9.319709790096553e-7,1.5878154364072623
127,2,high,10,2.3120995267766595E-2,-0.52757893569880199,-11.286631204923472,E,5000,0.9500557937364755,1.013278512811518,0.11168029698043903,0.872670155290546,-2.1796972226974242e-7,3.127816350811941e-8,1.5924160894067807
150,2,high,15,7.5980023919371517E-2,-0.52758250913579996,-11.247552581452979,E,1000,0.8889960551180528,1.0337390370576083,0.07192541775266982,1.100886142326072,-2.5890566987437082e-6,2.895142720049648e-7,2.4560996628276102
151,2,high,14.996666666666666,2.2209895777175647E-2,-0.52757296345442162,-10.128652239928856,E,1000,0.9564653082928914,1.0239769106103345,0.06980691917255721,1.1433430208388062,-2.1090281191835094e-6,1.443306782172904e-5,1.5145763445481688
152,2,high,15.00344827586207,4.6110984293437303E-2,-0.5275596302975889,-9.7568620078289872,E,1000,0.9558103045371251,1.0203958135568476,0.16249373715646795,0.4480344768192488,-1.8237424748155372e-6,-2.2033845493201197e-6,1.5945986561837959
153,2,high,20,2.2590403908833941E-2,-0.52757513488626362,-10.21461550140822,E,1000,0.9728380334661388,0.9962566153964116,0.07229710361945141,1.2542334773697217,1.1922953512084555e-5,-7.11594419028998e-5,1.4181542616436107
156,2,high,0.5,2.4341741191036756E-2,-0.45669171449968832,-12.285923280013334,E,1000,0.9516268705096285,0.9366440485079192,0.15724166882719084,-2.8966734028796566,-2.3372664746486025e-6,-4.374845820484197e-6,1.6181541105622339
109,3,low,0.5,2.4178551084111738E-2,-0.29133686826991273,-157.58113193542448,E,5000,0.9754803393620768,0.9796995697018698,2.9453346090673613,-6.0744072462127106,-1.6091693087862956e-6,-6.849477146912974e-7,1.552636469449598
111,3,low,0.5,2.4200331488404461E-2,-0.2913354684281298,-212.68782062723184,E,5000,0.954136511169585,0.8961023240901762,2.9698104018245366,-6.067890605626182,-2.7830399156056006e-5,-8.908732045131984e-7,1.5355327686686593
128,3,low,0.02,2.4812812057302076E-2,-0.29133059815925855,-157.49605425274407,E,5000,1.0275148101691547,0.8727955937004556,2.0621594291552503,-6.093811551809118,2.5868619796714843e-5,-8.091415582107686e-7,1.6405142655756837
129,3,low,10.005555555555555,2.2995208930251101E-2,-0.29134838615455322,-189.5761103698693,E,5000,0.8993064001612846,0.9833197004545782,2.30560405786598,0.657781102664917,-3.932556849890467e-6,-7.676288459013137e-7,1.6161418264330252
141,3,low,0.5,2.4089210191575599E-2,-0.69291668465565726,-174.21675831782167,E,1000,0.9736612485306714,0.9208240195201238,2.2362656061517567,-2.90926302815267,-2.6055386102340706e-5,-6.490043113007715e-6,1.4793724103724453
143,3,low,2,2.4569540548064036E-2,-0.29133401605071235,-186.7649021493599,E,1000,0.9550841230927208,0.9724461762843708,2.5222152621098437,-5.976187854195686,-2.5744732000982042e-5,-4.726799514799041e-6,1.6657078336420852
145,3,low,15,2.2767054073013646E-2,-0.29144721583737276,-209.55184734073819,E,1000,0.9133507337297266,1.0005554985076057,2.31628939095098,0.8757162597742483,-8.73722700306736e-5,-1.952837699638721e-6,1.5563983917645505
168,3,low,15.007142857142856,3.7859706656321261E-2,-0.2913529057324557,-240.18896722005104,E,1000,0.8287238639217377,0.971645730429134,3.119884029993958,0.2532520169613006,-2.5109455420604476e-4,-3.532989409130494e-6,1.6017825746754633
103,3,high,0.5,2.4476333130798222E-2,-0.52755930951866969,-22.593622784915166,E,5000,0.9705241675261681,0.8876763216745207,0.3080404651431672,-6.065991474730669,-1.3213902780352394e-6,-9.802403383822877e-7,1.6152207442037787
108,3,high,10,2.3065943486435064E-2,-0.52756024422647796,-23.485219208487827,E,3000,0.9314707818530309,1.0091617092327436,0.42425801588367656,0.2971353804447512,-2.8635192399344423e-6,-7.579651218012629e-7,1.6999616289665751
112,3,high,5,2.3964377933336459E-2,-0.52756223987618711,-19.879039773524777,E,5000,0.9300857560207471,0.9909916060404037,0.286326269786753,0.30234176448084726,-8.7169965131495e-7,-4.41157043352014e-7,1.6887212054871168
142,3,high,0.5,2.4530083303194415E-2,-0.45669294622286438,-20.607753654852853,E,1000,0.9333074815259864,0.9604650868396979,0.2827878431382154,-2.8548579413936177,-7.862674479084397e-7,-5.7547432863369605e-6,1.7289446737748559
148,3,high,15.001694915254237,2.2486050356579117E-2,-0.52755758950407772,-21.174834671245321,E,1000,0.9426052299581785,1.0098310211961843,0.37558252407070947,0.3149393714867643,-6.775560717505291e-6,8.717287900985582e-7,1.5632387616933452
166,3,high,9.9928571428571438,7.8057613088793984E-2,-0.52756141519875499,-25.208576638625807,E,1000,0.8362890356206979,1.0732403266115425,0.27226659240081474,0.4023616975919748,-1.1206024347703015e-5,2.989666887113884e-6,1.951404866811032
106,1,low,0.5,2.4128849143440812E-2,-0.2913375226002326,-62.799569925656819,F,6000,1.007261025066399,0.9108018528166775,0.5227355200359356,-6.038182454981078,-5.518554480662408e-7,-7.8588360483689e-7,1.4904549125373232
115,1,low,0.5,2.461566240160673E-2,-0.2913358267120093,-59.240175726957808,F,6000,1.0779940511047308,0.8969521213299605,0.46282365821197136,-6.042463935825959,3.2204927162284293e-6,-1.8039569466061778e-6,1.4530290076119925
116,1,low,10,2.3821421721616297E-2,-0.29134057453917039,-62.451156282278447,F,6000,0.9663508907423589,1.0119451244354243,0.5459784103001957,0.7319560891959269,-4.0071900072093935e-6,2.433029909386075e-5,1.5524930382447848
117,1,low,5,2.5272102221972091E-2,-0.29134028378272486,-62.471672978966268,F,6000,0.9904367778696609,0.9825365706590876,0.6126746686549605,0.5098519798772414,1.3793262865144928e-6,3.929633864844462e-6,1.615610749389135
119,1,low,2,2.5382086905547281E-2,-0.29133856940915154,-61.845186771667528,F,6000,1.0077592304647742,0.9429973049427709,0.5603998183082949,-5.913984292910133,-1.278086670477907e-6,-8.850740994486017e-7,1.5307493524013778
137,1,low,14.995652173913042,2.2337381035514036E-2,-0.29133121992185868,-58.836185088457398,F,2000,0.9610776421532585,1.001181157383476,0.4387423688085891,0.9313132250903242,-3.1592841336122167e-6,-8.025867787500029e-7,1.5040293120608139
139,1,low,0.5,2.4281769732657284E-2,-0.69291295559246502,-56.673020726236999,F,2000,1.0042274551649462,0.9225846439452152,0.4250633663397188,-2.897695700921978,1.2464473672272325e-6,-4.0301558205633195e-6,1.5288107100827435
140,1,low,15.002564102564103,1.4673231262834157E-2,-0.2913399411996892,-60.168816557692132,F,2000,0.9862030926321673,0.9955984001570383,0.4585013239430125,0.9212098780415894,-4.343373363994152e-7,-1.1541616685026846e-6,1.488627542393884
144,1,low,2,2.5744210366941581E-2,-0.29133741391286039,-57.720437924635853,F,2000,0.9880236476461531,0.9767255139502881,0.47554242764497906,-5.919457862999218,-4.782592029334287e-8,-2.7444785530139627e-7,1.7659959739779931
146,1,low,15,2.2408634659225365E-2,-0.29143764479162365,-61.767442515413371,F,2000,0.9656342683926207,0.9968924156177356,0.4369151965510545,0.9279241950466455,-2.3173520146149152e-6,-1.1332375492878465e-6,1.5467635997812117
167,1,low,10,7.801228054574684E-2,-0.29130418402857716,-70.557869817436028,F,2000,0.8494350374995484,1.0102141888783032,0.409336111953256,0.74565947398380406,-9.413972133242853e-6,-2.1286556463606665e-6,1.7042629206824473
104,1,high,0.5,2.4152293346591594E-2,-0.52755769422532572,-6.8013223668039462,F,6000,0.9908252755710468,0.9275069640731085,0.06268648179379636,-6.005763930323554,3.300357411586061e-7,-9.053071819655756e-7,1.5130812795242565
113,1,high,0.5,2.4258753733764193E-2,-0.52755998521085357,-5.40974125626341,F,6000,1.001953114475839,0.9649722235760417,0.05075158563740437,-5.891666077963262,1.43400223572461e-7,1.543289257974756e-6,1.6018628880560573
114,1,high,0.5,2.4300551446183816E-2,-0.44881906066950328,-4.238312376470029,F,6000,1.0630151514429342,0.9388245142800484,0.0383253364266087,-5.929475412383118,1.220014316473672e-7,-4.0893841020661623e-7,1.5521785555146197
